"year","gdppc","code"
1936,676,"TAN"
1940,676,"TAN"
1944,676,"TAN"
1948,676,"TAN"
1952,740,"TAN"
1956,724,"TAN"
1960,732,"TAN"
1964,787,"TAN"
1968,894,"TAN"
1972,945,"TAN"
1976,996,"TAN"
1980,958,"TAN"
1984,870,"TAN"
1988,867,"TAN"
1992,895.480598700604,"TAN"
1996,979.730435078623,"TAN"
2000,1148.68017009953,"TAN"
2004,1464.38536693869,"TAN"
2008,1848.17452737512,"TAN"
2012,2271.46429693781,"TAN"
2016,2592.661946216,"TAN"
2020,2948.47248975052,"TAN"
1896,803.687776477192,"UGA"
1900,803.687776477192,"UGA"
1904,803.687776477192,"UGA"
1908,707.50607503266,"UGA"
1912,712.467248908297,"UGA"
1916,787.502519314747,"UGA"
1920,893.925092374874,"UGA"
1924,1000.347665435,"UGA"
1928,957.92576419214,"UGA"
1932,852.729257641921,"UGA"
1936,969.082969432314,"UGA"
1940,1096.59388646288,"UGA"
1944,919.67248908297,"UGA"
1948,1022.87663755459,"UGA"
1952,1058,"UGA"
1956,1100,"UGA"
1960,1137,"UGA"
1964,1251,"UGA"
1968,1304,"UGA"
1972,1364,"UGA"
1976,1219,"UGA"
1980,912,"UGA"
1984,897,"UGA"
1988,902,"UGA"
1992,934.826261105848,"UGA"
1996,1091.52752640033,"UGA"
2000,1191.95387984613,"UGA"
2004,1364.68519311037,"UGA"
2008,1679.39947788346,"UGA"
2012,1878.8959287812,"UGA"
2016,1953.09652166495,"UGA"
2020,2032.26188240507,"UGA"
1896,7849,"UKR"
1900,7849,"UKR"
1904,7849,"UKR"
1908,7849,"UKR"
1912,7849,"UKR"
1916,7849,"UKR"
1920,7849,"UKR"
1924,7849,"UKR"
1928,7849,"UKR"
1932,7849,"UKR"
1936,7849,"UKR"
1940,7849,"UKR"
1944,7849,"UKR"
1948,7849,"UKR"
1952,7849,"UKR"
1956,7849,"UKR"
1960,7849,"UKR"
1964,7849,"UKR"
1968,7849,"UKR"
1972,7849,"UKR"
1976,8113.85714285714,"UKR"
1980,8467,"UKR"
1984,9476,"UKR"
1988,9704,"UKR"
1992,8130.2767858566,"UKR"
1996,4636.62630920416,"UKR"
2000,5165.80815372985,"UKR"
2004,8049.39537703245,"UKR"
2008,10824.07646107,"UKR"
2012,10381.6381853513,"UKR"
2016,9221.60818646614,"UKR"
2020,9769.82794569083,"UKR"
1896,25182,"UAE"
1900,25182,"UAE"
1904,25182,"UAE"
1908,25182,"UAE"
1912,25182,"UAE"
1916,25182,"UAE"
1920,25182,"UAE"
1924,25182,"UAE"
1928,25182,"UAE"
1932,25182,"UAE"
1936,25182,"UAE"
1940,25182,"UAE"
1944,25182,"UAE"
1948,25182,"UAE"
1952,27490,"UAE"
1956,32481,"UAE"
1960,35758,"UAE"
1964,40927,"UAE"
1968,42040,"UAE"
1972,39540,"UAE"
1976,40803,"UAE"
1980,44168,"UAE"
1984,32135,"UAE"
1988,20215,"UAE"
1992,24457.1709500213,"UAE"
1996,34042.7412728547,"UAE"
2000,48888.0321474603,"UAE"
2004,64925.6714203607,"UAE"
2008,63862.0848407714,"UAE"
2012,66006.9973938294,"UAE"
2016,74292.9520428913,"UAE"
2020,70188.2727278283,"UAE"
1896,7211,"GBR"
1900,7594,"GBR"
1904,7455,"GBR"
1908,7461,"GBR"
1912,7954,"GBR"
1916,8702,"GBR"
1920,7017,"GBR"
1924,7844,"GBR"
1928,8539,"GBR"
1932,8206,"GBR"
1936,9620,"GBR"
1940,10928,"GBR"
1944,11803,"GBR"
1948,10753,"GBR"
1952,11303,"GBR"
1956,12639,"GBR"
1960,13780,"GBR"
1964,15251,"GBR"
1968,16593,"GBR"
1972,18002,"GBR"
1976,19311,"GBR"
1980,20612,"GBR"
1984,21869,"GBR"
1988,25679,"GBR"
1992,25790.1846879957,"GBR"
1996,28472.2482390673,"GBR"
2000,31946.0363394414,"GBR"
2004,34865.7826780862,"GBR"
2008,36264.7905577883,"GBR"
2012,35243.6421425481,"GBR"
2016,37593.906583539,"GBR"
2020,34651.1830491111,"GBR"
1896,6885.6736,"USA"
1900,8037.5712,"USA"
1904,8663.6584,"USA"
1908,8975.97607347158,"USA"
1912,9976.56705254048,"USA"
1916,10222.3198508729,"USA"
1920,10152.927108763,"USA"
1924,11126.7129834632,"USA"
1928,11451.0689602393,"USA"
1932,8380.50437668054,"USA"
1936,10568.012351748,"USA"
1940,12005.0951632151,"USA"
1944,16999.3271675819,"USA"
1948,14734.232124,"USA"
1952,16444,"USA"
1956,17397,"USA"
1960,18057,"USA"
1964,20360,"USA"
1968,23691,"USA"
1972,25414,"USA"
1976,27058,"USA"
1980,29611,"USA"
1984,32076,"USA"
1988,35863,"USA"
1992,37240.2990340352,"USA"
1996,40412.7510313364,"USA"
2000,45886.470498289,"USA"
2004,48492.7171226118,"USA"
2008,50275.7463371433,"USA"
2012,50436.4354973145,"USA"
2016,53301.0150669515,"USA"
2020,54379.2065124557,"USA"
1896,4112,"URU"
1900,3387,"URU"
1904,4015,"URU"
1908,4355,"URU"
1912,5176,"URU"
1916,3435,"URU"
1920,3580,"URU"
1924,4258,"URU"
1928,5176,"URU"
1932,4450,"URU"
1936,4790,"URU"
1940,4983,"URU"
1944,5322,"URU"
1948,5853,"URU"
1952,7353,"URU"
1956,8225,"URU"
1960,7643,"URU"
1964,7498,"URU"
1968,7353,"URU"
1972,7643,"URU"
1976,8853,"URU"
1980,10546,"URU"
1984,8805,"URU"
1988,10256,"URU"
1992,11349.542004281,"URU"
1996,12660.1626555037,"URU"
2000,13050.0639035873,"URU"
2004,11955.3094385533,"URU"
2008,14869.9266663094,"URU"
2012,17776.0274914004,"URU"
2016,19393.9819007856,"URU"
2020,18460.0383492167,"URU"
1896,8125,"UZB"
1900,8125,"UZB"
1904,8125,"UZB"
1908,8125,"UZB"
1912,8125,"UZB"
1916,8125,"UZB"
1920,8125,"UZB"
1924,8125,"UZB"
1928,8125,"UZB"
1932,8125,"UZB"
1936,8125,"UZB"
1940,8125,"UZB"
1944,8125,"UZB"
1948,8125,"UZB"
1952,8125,"UZB"
1956,8125,"UZB"
1960,8125,"UZB"
1964,8125,"UZB"
1968,8125,"UZB"
1972,8125,"UZB"
1976,7837,"UZB"
1980,7453,"UZB"
1984,7189,"UZB"
1988,7101,"UZB"
1992,5530.47859134301,"UZB"
1996,4452.88187365317,"UZB"
2000,4667.25991024069,"UZB"
2004,5068.20862801946,"UZB"
2008,6278.27324306742,"UZB"
2012,7847.07458092857,"UZB"
2016,9845.35219226057,"UZB"
2020,11341.9194017277,"UZB"
1896,2134,"VEN"
1900,1846,"VEN"
1904,1788,"VEN"
1908,1693,"VEN"
1912,1712,"VEN"
1916,1884,"VEN"
1920,1903,"VEN"
1924,2173,"VEN"
1928,2866,"VEN"
1932,2635,"VEN"
1936,3904,"VEN"
1940,4769,"VEN"
1944,4769,"VEN"
1948,7712,"VEN"
1952,9309,"VEN"
1956,11136,"VEN"
1960,12116,"VEN"
1964,14019,"VEN"
1968,14520,"VEN"
1972,15135,"VEN"
1976,17174,"VEN"
1980,16270,"VEN"
1984,13597,"VEN"
1988,14308,"VEN"
1992,14901.6163547276,"VEN"
1996,14211.8094140366,"VEN"
2000,13992.6088079489,"VEN"
2004,13713.0452363689,"VEN"
2008,18019.090180914,"VEN"
2012,18486.4582027052,"VEN"
2016,13428.7885764867,"VEN"
2020,4952.52959463196,"VEN"
1896,1019.04651162791,"VIE"
1900,1051.97674418605,"VIE"
1904,1084.90697674419,"VIE"
1908,1117.83720930233,"VIE"
1912,1150.76744186047,"VIE"
1916,1150.08108108108,"VIE"
1920,1138.18918918919,"VIE"
1924,1126.2972972973,"VIE"
1928,1114.40540540541,"VIE"
1932,1102.51351351351,"VIE"
1936,1090.62162162162,"VIE"
1940,1078.72972972973,"VIE"
1944,1066.83783783784,"VIE"
1948,1054.94594594595,"VIE"
1952,1106,"VIE"
1956,1218,"VIE"
1960,1274,"VIE"
1964,1427,"VIE"
1968,1114,"VIE"
1972,1278,"VIE"
1976,1290,"VIE"
1980,1207,"VIE"
1984,1420,"VIE"
1988,1556,"VIE"
1992,1792.67077363815,"VIE"
1996,2323.04638353782,"VIE"
2000,2773.10163510792,"VIE"
2004,3437.6644223215,"VIE"
2008,4200.23523093943,"VIE"
2012,4987.96428728723,"VIE"
2016,6089.62318030299,"VIE"
2020,7395.36152659698,"VIE"
1896,1452,"YEM"
1900,1452,"YEM"
1904,1452,"YEM"
1908,1452,"YEM"
1912,1452,"YEM"
1916,1452,"YEM"
1920,1452,"YEM"
1924,1452,"YEM"
1928,1452,"YEM"
1932,1452,"YEM"
1936,1452,"YEM"
1940,1452,"YEM"
1944,1452,"YEM"
1948,1452,"YEM"
1952,1473,"YEM"
1956,1508,"YEM"
1960,1537,"YEM"
1964,1576,"YEM"
1968,1639,"YEM"
1972,2383,"YEM"
1976,3193,"YEM"
1980,3650,"YEM"
1984,3861,"YEM"
1988,3747,"YEM"
1992,3759.7182763328,"YEM"
1996,3855.5720280988,"YEM"
2000,4212.10545572376,"YEM"
2004,4371.39558377315,"YEM"
2008,4549.00898704836,"YEM"
2012,4064.34230642927,"YEM"
2016,2495.4993729405,"YEM"
2020,2031.44361301639,"YEM"
1896,582.012102874432,"ZAM"
1900,582.012102874432,"ZAM"
1904,582.012102874432,"ZAM"
1908,582.012102874432,"ZAM"
1912,583.606656580938,"ZAM"
1916,596.36308623298,"ZAM"
1920,600.349470499243,"ZAM"
1924,594.768532526475,"ZAM"
1928,623.47049924357,"ZAM"
1932,735.089258698941,"ZAM"
1936,848.302571860817,"ZAM"
1940,1017.32526475038,"ZAM"
1944,945.57034795764,"ZAM"
1948,943.975794251135,"ZAM"
1952,1140,"ZAM"
1956,1280,"ZAM"
1960,1530,"ZAM"
1964,1588,"ZAM"
1968,1741,"ZAM"
1972,1761,"ZAM"
1976,1707,"ZAM"
1980,1452,"ZAM"
1984,1269,"ZAM"
1988,1239,"ZAM"
1992,1308.85164945522,"ZAM"
1996,1260.72619206876,"ZAM"
2000,1428.5023540793,"ZAM"
2004,1828.30986246116,"ZAM"
2008,2504.75698144433,"ZAM"
2012,3344.86517430286,"ZAM"
2016,3476.85135349099,"ZAM"
2020,3270.59922349995,"ZAM"
1896,921.007132667618,"ZIM"
1900,921.007132667618,"ZIM"
1904,921.007132667618,"ZIM"
1908,921.007132667618,"ZIM"
1912,921.007132667618,"ZIM"
1916,845.796861626248,"ZIM"
1920,643.748930099857,"ZIM"
1924,710.67332382311,"ZIM"
1928,873.203994293866,"ZIM"
1932,819.027104136947,"ZIM"
1936,909.853067047076,"ZIM"
1940,943.63395149786,"ZIM"
1944,855.676176890157,"ZIM"
1948,1035.73466476462,"ZIM"
1952,1154,"ZIM"
1956,1422,"ZIM"
1960,1495,"ZIM"
1964,1519,"ZIM"
1968,1592,"ZIM"
1972,2268,"ZIM"
1976,2163,"ZIM"
1980,2064,"ZIM"
1984,2067,"ZIM"
1988,2114,"ZIM"
1992,1971.44557700488,"ZIM"
1996,2292.4874652967,"ZIM"
2000,2211.19619342415,"ZIM"
2004,1604.50302473472,"ZIM"
2008,1197.52606766824,"ZIM"
2012,1749.85661223482,"ZIM"
2016,1782.83012490987,"ZIM"
2020,1585.97280415754,"ZIM"
1900,997.547186813762,"ASA"
1920,1117.52672037516,"ASA"
1940,1261.43727430829,"ASA"
1960,1294.9342662795,"ASA"
1980,1897.42574778987,"ASA"
2000,3427.39932526445,"ASA"
2016,7084.08646145899,"ASA"
2020,7590.15416732545,"ASA"
1900,1713.75735755696,"ARU"
1920,2332.36854988978,"ARU"
1940,2984.41521802507,"ARU"
1960,4698.25223760414,"ARU"
1980,8611.50698743431,"ARU"
2000,10132.7495637861,"ARU"
2016,14074.3772389897,"ARU"
2020,12865.4961597412,"ARU"
1900,1713.75735755696,"BER"
1920,2332.36854988978,"BER"
1940,2984.41521802507,"BER"
1960,4698.25223760414,"BER"
1980,8611.50698743431,"BER"
2000,10132.7495637861,"BER"
2016,14074.3772389897,"BER"
2020,12865.4961597412,"BER"
1900,1713.75735755696,"IVB"
1920,2332.36854988978,"IVB"
1940,2984.41521802507,"IVB"
1960,4698.25223760414,"IVB"
1980,8611.50698743431,"IVB"
2000,10132.7495637861,"IVB"
2016,14074.3772389897,"IVB"
2020,12865.4961597412,"IVB"
1900,997.547186813762,"TPE"
1920,1117.52672037516,"TPE"
1940,1261.43727430829,"TPE"
1960,1294.9342662795,"TPE"
1980,1897.42574778987,"TPE"
2000,3427.39932526445,"TPE"
2016,7084.08646145899,"TPE"
2020,7590.15416732545,"TPE"
1900,997.547186813762,"FSM"
1920,1117.52672037516,"FSM"
1940,1261.43727430829,"FSM"
1960,1294.9342662795,"FSM"
1980,1897.42574778987,"FSM"
2000,3427.39932526445,"FSM"
2016,7084.08646145899,"FSM"
2020,7590.15416732545,"FSM"
1900,997.547186813762,"MAL"
1920,1117.52672037516,"MAL"
1940,1261.43727430829,"MAL"
1960,1294.9342662795,"MAL"
1980,1897.42574778987,"MAL"
2000,3427.39932526445,"MAL"
2016,7084.08646145899,"MAL"
2020,7590.15416732545,"MAL"
1900,1713.75735755696,"AHO"
1920,2332.36854988978,"AHO"
1940,2984.41521802507,"AHO"
1960,4698.25223760414,"AHO"
1980,8611.50698743431,"AHO"
2000,10132.7495637861,"AHO"
2016,14074.3772389897,"AHO"
2020,12865.4961597412,"AHO"
1900,2015.99376130863,"AND"
1920,1374.98721494835,"AND"
1940,3216.90690163888,"AND"
1960,5865.57763593451,"AND"
1980,9783.95110730244,"AND"
2000,8833.69296448214,"AND"
2016,18301.7749981928,"AND"
2020,19578.5751650745,"AND"
1900,1713.75735755696,"ANT"
1920,2332.36854988978,"ANT"
1940,2984.41521802507,"ANT"
1960,4698.25223760414,"ANT"
1980,8611.50698743431,"ANT"
2000,10132.7495637861,"ANT"
2016,14074.3772389897,"ANT"
2020,12865.4961597412,"ANT"
1900,1713.75735755696,"ARU"
1920,2332.36854988978,"ARU"
1940,2984.41521802507,"ARU"
1960,4698.25223760414,"ARU"
1980,8611.50698743431,"ARU"
2000,10132.7495637861,"ARU"
2016,14074.3772389897,"ARU"
2020,12865.4961597412,"ARU"
1900,7740.85045070605,"ANZ"
1920,9741.42276052685,"ANZ"
1940,11620.5009781727,"ANZ"
1960,17471.5146457387,"ANZ"
1980,28786.7559519832,"ANZ"
2000,44321.3181368935,"ANZ"
2016,51890.5591227337,"ANZ"
2020,52617.6500143633,"ANZ"
1900,1713.75735755696,"BIZ"
1920,2332.36854988978,"BIZ"
1940,2984.41521802507,"BIZ"
1960,4698.25223760414,"BIZ"
1980,8611.50698743431,"BIZ"
2000,10132.7495637861,"BIZ"
2016,14074.3772389897,"BIZ"
2020,12865.4961597412,"BIZ"
1900,1713.75735755696,"BER"
1920,2332.36854988978,"BER"
1940,2984.41521802507,"BER"
1960,4698.25223760414,"BER"
1980,8611.50698743431,"BER"
2000,10132.7495637861,"BER"
2016,14074.3772389897,"BER"
2020,12865.4961597412,"BER"
1900,997.547186813762,"BHU"
1920,1117.52672037516,"BHU"
1940,1261.43727430829,"BHU"
1960,1294.9342662795,"BHU"
1980,1897.42574778987,"BHU"
2000,3427.39932526445,"BHU"
2016,7084.08646145899,"BHU"
2020,7590.15416732545,"BHU"
1900,2015.99376130863,"BOH"
1920,1374.98721494835,"BOH"
1940,3216.90690163888,"BOH"
1960,5865.57763593451,"BOH"
1980,9783.95110730244,"BOH"
2000,8833.69296448214,"BOH"
2016,18301.7749981928,"BOH"
2020,19578.5751650745,"BOH"
1900,1713.75735755696,"IVB"
1920,2332.36854988978,"IVB"
1940,2984.41521802507,"IVB"
1960,4698.25223760414,"IVB"
1980,8611.50698743431,"IVB"
2000,10132.7495637861,"IVB"
2016,14074.3772389897,"IVB"
2020,12865.4961597412,"IVB"
1900,997.547186813762,"BRU"
1920,1117.52672037516,"BRU"
1940,1261.43727430829,"BRU"
1960,1294.9342662795,"BRU"
1980,1897.42574778987,"BRU"
2000,3427.39932526445,"BRU"
2016,7084.08646145899,"BRU"
2020,7590.15416732545,"BRU"
1900,1713.75735755696,"CAY"
1920,2332.36854988978,"CAY"
1940,2984.41521802507,"CAY"
1960,4698.25223760414,"CAY"
1980,8611.50698743431,"CAY"
2000,10132.7495637861,"CAY"
2016,14074.3772389897,"CAY"
2020,12865.4961597412,"CAY"
1900,997.547186813762,"TPE"
1920,1117.52672037516,"TPE"
1940,1261.43727430829,"TPE"
1960,1294.9342662795,"TPE"
1980,1897.42574778987,"TPE"
2000,3427.39932526445,"TPE"
2016,7084.08646145899,"TPE"
2020,7590.15416732545,"TPE"
1900,997.547186813762,"COK"
1920,1117.52672037516,"COK"
1940,1261.43727430829,"COK"
1960,1294.9342662795,"COK"
1980,1897.42574778987,"COK"
2000,3427.39932526445,"COK"
2016,7084.08646145899,"COK"
2020,7590.15416732545,"COK"
1900,4724.00747161619,"CRT"
1920,4869.03304591799,"CRT"
1940,7160.77283218505,"CRT"
1960,10928.7132494167,"CRT"
1980,20870.2599241113,"CRT"
2000,32593.1653680629,"CRT"
2016,39299.826450004,"CRT"
2020,38162.5344015758,"CRT"
1900,4724.00747161619,"GDR"
1920,4869.03304591799,"GDR"
1940,7160.77283218505,"GDR"
1960,10928.7132494167,"GDR"
1980,20870.2599241113,"GDR"
2000,32593.1653680629,"GDR"
2016,39299.826450004,"GDR"
2020,38162.5344015758,"GDR"
1900,997.547186813762,"FIJ"
1920,1117.52672037516,"FIJ"
1940,1261.43727430829,"FIJ"
1960,1294.9342662795,"FIJ"
1980,1897.42574778987,"FIJ"
2000,3427.39932526445,"FIJ"
2016,7084.08646145899,"FIJ"
2020,7590.15416732545,"FIJ"
1900,1713.75735755696,"GRN"
1920,2332.36854988978,"GRN"
1940,2984.41521802507,"GRN"
1960,4698.25223760414,"GRN"
1980,8611.50698743431,"GRN"
2000,10132.7495637861,"GRN"
2016,14074.3772389897,"GRN"
2020,12865.4961597412,"GRN"
1900,1713.75735755696,"GUY"
1920,2332.36854988978,"GUY"
1940,2984.41521802507,"GUY"
1960,4698.25223760414,"GUY"
1980,8611.50698743431,"GUY"
2000,10132.7495637861,"GUY"
2016,14074.3772389897,"GUY"
2020,12865.4961597412,"GUY"
1900,997.547186813762,"GUM"
1920,1117.52672037516,"GUM"
1940,1261.43727430829,"GUM"
1960,1294.9342662795,"GUM"
1980,1897.42574778987,"GUM"
2000,3427.39932526445,"GUM"
2016,7084.08646145899,"GUM"
2020,7590.15416732545,"GUM"
1900,997.547186813762,"KIR"
1920,1117.52672037516,"KIR"
1940,1261.43727430829,"KIR"
1960,1294.9342662795,"KIR"
1980,1897.42574778987,"KIR"
2000,3427.39932526445,"KIR"
2016,7084.08646145899,"KIR"
2020,7590.15416732545,"KIR"
1900,2015.99376130863,"KOS"
1920,1374.98721494835,"KOS"
1940,3216.90690163888,"KOS"
1960,5865.57763593451,"KOS"
1980,9783.95110730244,"KOS"
2000,8833.69296448214,"KOS"
2016,18301.7749981928,"KOS"
2020,19578.5751650745,"KOS"
1900,2015.99376130863,"LIE"
1920,1374.98721494835,"LIE"
1940,3216.90690163888,"LIE"
1960,5865.57763593451,"LIE"
1980,9783.95110730244,"LIE"
2000,8833.69296448214,"LIE"
2016,18301.7749981928,"LIE"
2020,19578.5751650745,"LIE"
1900,997.547186813762,"MDV"
1920,1117.52672037516,"MDV"
1940,1261.43727430829,"MDV"
1960,1294.9342662795,"MDV"
1980,1897.42574778987,"MDV"
2000,3427.39932526445,"MDV"
2016,7084.08646145899,"MDV"
2020,7590.15416732545,"MDV"
1900,997.547186813762,"MHL"
1920,1117.52672037516,"MHL"
1940,1261.43727430829,"MHL"
1960,1294.9342662795,"MHL"
1980,1897.42574778987,"MHL"
2000,3427.39932526445,"MHL"
2016,7084.08646145899,"MHL"
2020,7590.15416732545,"MHL"
1900,4724.00747161619,"MON"
1920,4869.03304591799,"MON"
1940,7160.77283218505,"MON"
1960,10928.7132494167,"MON"
1980,20870.2599241113,"MON"
2000,32593.1653680629,"MON"
2016,39299.826450004,"MON"
2020,38162.5344015758,"MON"
1900,997.547186813762,"NRU"
1920,1117.52672037516,"NRU"
1940,1261.43727430829,"NRU"
1960,1294.9342662795,"NRU"
1980,1897.42574778987,"NRU"
2000,3427.39932526445,"NRU"
2016,7084.08646145899,"NRU"
2020,7590.15416732545,"NRU"
1900,7740.85045070605,"NFL"
1920,9741.42276052685,"NFL"
1940,11620.5009781727,"NFL"
1960,17471.5146457387,"NFL"
1980,28786.7559519832,"NFL"
2000,44321.3181368935,"NFL"
2016,51890.5591227337,"NFL"
2020,52617.6500143633,"NFL"
1900,997.547186813762,"NBO"
1920,1117.52672037516,"NBO"
1940,1261.43727430829,"NBO"
1960,1294.9342662795,"NBO"
1980,1897.42574778987,"NBO"
2000,3427.39932526445,"NBO"
2016,7084.08646145899,"NBO"
2020,7590.15416732545,"NBO"
1900,1587.37195870295,"YAR"
1920,1597.52773652342,"YAR"
1940,1416.92465302905,"YAR"
1960,1578.20067475543,"YAR"
1980,2036.62993127135,"YAR"
2000,2009.1904885118,"YAR"
2016,3477.27322259396,"YAR"
2020,3335.98716951382,"YAR"
1900,997.547186813762,"PLW"
1920,1117.52672037516,"PLW"
1940,1261.43727430829,"PLW"
1960,1294.9342662795,"PLW"
1980,1897.42574778987,"PLW"
2000,3427.39932526445,"PLW"
2016,7084.08646145899,"PLW"
2020,7590.15416732545,"PLW"
1900,997.547186813762,"PNG"
1920,1117.52672037516,"PNG"
1940,1261.43727430829,"PNG"
1960,1294.9342662795,"PNG"
1980,1897.42574778987,"PNG"
2000,3427.39932526445,"PNG"
2016,7084.08646145899,"PNG"
2020,7590.15416732545,"PNG"
1900,1587.37195870295,"RHO"
1920,1597.52773652342,"RHO"
1940,1416.92465302905,"RHO"
1960,1578.20067475543,"RHO"
1980,2036.62993127135,"RHO"
2000,2009.1904885118,"RHO"
2016,3477.27322259396,"RHO"
2020,3335.98716951382,"RHO"
1900,4724.00747161619,"SAA"
1920,4869.03304591799,"SAA"
1940,7160.77283218505,"SAA"
1960,10928.7132494167,"SAA"
1980,20870.2599241113,"SAA"
2000,32593.1653680629,"SAA"
2016,39299.826450004,"SAA"
2020,38162.5344015758,"SAA"
1900,1713.75735755696,"SKN"
1920,2332.36854988978,"SKN"
1940,2984.41521802507,"SKN"
1960,4698.25223760414,"SKN"
1980,8611.50698743431,"SKN"
2000,10132.7495637861,"SKN"
2016,14074.3772389897,"SKN"
2020,12865.4961597412,"SKN"
1900,1713.75735755696,"VIN"
1920,2332.36854988978,"VIN"
1940,2984.41521802507,"VIN"
1960,4698.25223760414,"VIN"
1980,8611.50698743431,"VIN"
2000,10132.7495637861,"VIN"
2016,14074.3772389897,"VIN"
2020,12865.4961597412,"VIN"
1900,997.547186813762,"SAM"
1920,1117.52672037516,"SAM"
1940,1261.43727430829,"SAM"
1960,1294.9342662795,"SAM"
1980,1897.42574778987,"SAM"
2000,3427.39932526445,"SAM"
2016,7084.08646145899,"SAM"
2020,7590.15416732545,"SAM"
1900,4724.00747161619,"SMR"
1920,4869.03304591799,"SMR"
1940,7160.77283218505,"SMR"
1960,10928.7132494167,"SMR"
1980,20870.2599241113,"SMR"
2000,32593.1653680629,"SMR"
2016,39299.826450004,"SMR"
2020,38162.5344015758,"SMR"
1900,4724.00747161619,"SCG"
1920,4869.03304591799,"SCG"
1940,7160.77283218505,"SCG"
1960,10928.7132494167,"SCG"
1980,20870.2599241113,"SCG"
2000,32593.1653680629,"SCG"
2016,39299.826450004,"SCG"
2020,38162.5344015758,"SCG"
1900,997.547186813762,"SOL"
1920,1117.52672037516,"SOL"
1940,1261.43727430829,"SOL"
1960,1294.9342662795,"SOL"
1980,1897.42574778987,"SOL"
2000,3427.39932526445,"SOL"
2016,7084.08646145899,"SOL"
2020,7590.15416732545,"SOL"
1900,1587.37195870295,"SOM"
1920,1597.52773652342,"SOM"
1940,1416.92465302905,"SOM"
1960,1578.20067475543,"SOM"
1980,2036.62993127135,"SOM"
2000,2009.1904885118,"SOM"
2016,3477.27322259396,"SOM"
2020,3335.98716951382,"SOM"
1900,997.547186813762,"VNM"
1920,1117.52672037516,"VNM"
1940,1261.43727430829,"VNM"
1960,1294.9342662795,"VNM"
1980,1897.42574778987,"VNM"
2000,3427.39932526445,"VNM"
2016,7084.08646145899,"VNM"
2020,7590.15416732545,"VNM"
1900,1587.37195870295,"YMD"
1920,1597.52773652342,"YMD"
1940,1416.92465302905,"YMD"
1960,1578.20067475543,"YMD"
1980,2036.62993127135,"YMD"
2000,2009.1904885118,"YMD"
2016,3477.27322259396,"YMD"
2020,3335.98716951382,"YMD"
1900,1713.75735755696,"SUR"
1920,2332.36854988978,"SUR"
1940,2984.41521802507,"SUR"
1960,4698.25223760414,"SUR"
1980,8611.50698743431,"SUR"
2000,10132.7495637861,"SUR"
2016,14074.3772389897,"SUR"
2020,12865.4961597412,"SUR"
1900,1713.75735755696,"BAH"
1920,2332.36854988978,"BAH"
1940,2984.41521802507,"BAH"
1960,4698.25223760414,"BAH"
1980,8611.50698743431,"BAH"
2000,10132.7495637861,"BAH"
2016,14074.3772389897,"BAH"
2020,12865.4961597412,"BAH"
1900,997.547186813762,"TLS"
1920,1117.52672037516,"TLS"
1940,1261.43727430829,"TLS"
1960,1294.9342662795,"TLS"
1980,1897.42574778987,"TLS"
2000,3427.39932526445,"TLS"
2016,7084.08646145899,"TLS"
2020,7590.15416732545,"TLS"
1900,997.547186813762,"TGA"
1920,1117.52672037516,"TGA"
1940,1261.43727430829,"TGA"
1960,1294.9342662795,"TGA"
1980,1897.42574778987,"TGA"
2000,3427.39932526445,"TGA"
2016,7084.08646145899,"TGA"
2020,7590.15416732545,"TGA"
1900,997.547186813762,"TUV"
1920,1117.52672037516,"TUV"
1940,1261.43727430829,"TUV"
1960,1294.9342662795,"TUV"
1980,1897.42574778987,"TUV"
2000,3427.39932526445,"TUV"
2016,7084.08646145899,"TUV"
2020,7590.15416732545,"TUV"
1900,1713.75735755696,"ISV"
1920,2332.36854988978,"ISV"
1940,2984.41521802507,"ISV"
1960,4698.25223760414,"ISV"
1980,8611.50698743431,"ISV"
2000,10132.7495637861,"ISV"
2016,14074.3772389897,"ISV"
2020,12865.4961597412,"ISV"
1900,997.547186813762,"VAN"
1920,1117.52672037516,"VAN"
1940,1261.43727430829,"VAN"
1960,1294.9342662795,"VAN"
1980,1897.42574778987,"VAN"
2000,3427.39932526445,"VAN"
2016,7084.08646145899,"VAN"
2020,7590.15416732545,"VAN"
1900,4724.00747161619,"FRG"
1920,4869.03304591799,"FRG"
1940,7160.77283218505,"FRG"
1960,10928.7132494167,"FRG"
1980,20870.2599241113,"FRG"
2000,32593.1653680629,"FRG"
2016,39299.826450004,"FRG"
2020,38162.5344015758,"FRG"
1900,997.547186813762,"WIF"
1920,1117.52672037516,"WIF"
1940,1261.43727430829,"WIF"
1960,1294.9342662795,"WIF"
1980,1897.42574778987,"WIF"
2000,3427.39932526445,"WIF"
2016,7084.08646145899,"WIF"
2020,7590.15416732545,"WIF"
